id,zb_id,valence,fips,strategy,theme,variable,type,conclusion
14,7.12.1,1,BR,MPA,ECON,harvestablespecies,type6,Biomass of target fish was lower inside what would become the MPA than the furthest sampling site outside the reserve area before the establishment of the MPA. After 5 years biomass had increased both inside and outside fisheries.
15,7.12.2,0,BR,MPA,ENV,biomass,type6,Biomass of non-target species did not change signficantly over time.
16,7.13.1,0,MX,MPA,SOC,compliancewithlawsandregulations,type7,"Immediately after a no-take policy was declared there was a decline in recreational fishing activity in the marine reserve by between 10.05 and 19.41%. However, by 2008 activity levels had returned to levels seen before no-take was implemented. Authors posit that intially fines were issued and boats impounded but enforcement of reserve was not consistent or prolonged so fishing returned to the reserve."
17,7.14.1,1,IT,MPA,ENV,density,type6,The density and size of sea bream was higher inside MPA than outside as a result of no-take for ~10 years.
18,7.15.1,0,TZ,MPA,SOC,awarenessempowermentparticipation,type7,The results show that Village Fishermen Committees were participating in the implementation of the MPA but not in its planning phase. Participation was mainly in the form of manipulative and passive participation. Other local actors did not participate at all.
19,7.15.2,-1,TZ,MPA,SOC,conflict,type7,"Conflict exists between stakeholders and between local communities. The government assumed that justice was achieved by distributing equipment, alternative income generating projects, and relying on tourism for local development. However, the distributed equipment and tourism development have created conflict and injustice within and between villages."
20,7.15.3,-1,TZ,MPA,SOC,conflict,type7,The government monopolized power in the MPA decision-making which led to protests.
21,7.15.4,-1,TZ,MPA,SOC,equalityequitylessmarginalization,type7,Authors conclude that education and poverty are barriers to participating in MPA decision making. Some fishermen perceived themselves as constrained in participating in MPA decision-making and activities because of poverty as they lacked the ability to express themselves and could not afford the time investment.
22,7.15.5,-1,TZ,MPA,SOC,equalityequitylessmarginalization,type7,"Tourism related to the MPA created problems such as inequality between livelihoods, environmental destruction and local power asymmetries between hotel management and local people."
23,7.15.6,1,TZ,MPA,SOC,communitywellbeingandlivelihoods,type7,Fishermen perceived that they benefitted from the government created special-use zone even though they knew that the benefits would be greater if the area was better enforced.
24,7.15.7,-1,TZ,MPA,SOC,awarenessempowermentparticipation,type7,Sharing and allocation of revenue generated by charging a fee to tourists to enter the park has been a non-transparent process.
25,7.16.1,1,GLOBE,MPA,ENV,density,type2,"Overall, species (unspecified but likely to include a wide range as results were extracted from 112 studies at 80 MPAs) density was higher inside than outside MPAs. There was no signficant correlation between the density inside/outside of an MPA and the age of MPAs, i.e. density did not increase relative to outside MPAs over time."
26,7.16.2,1,GLOBE,MPA,ENV,biomass,type2,"Biomass (species were unspecified but likely to include a wide range as results were extracted from 112 studies at 80 MPAs) was higher inside than outside MPAs. There was no signficant correlation between the biomass inside/outside of an MPA and the age of MPAs, i.e. biomass inside reserves did not increase relative to outside MPAs over time."
27,7.16.3,1,GLOBE,MPA,ENV,sizeoforganisms,type2,"Organism size (species were unspecified but likely to include a wide range as results were extracted from 112 studies at 80 MPAs) was higher inside than outside MPAs. There was no signficant correlation between organism size inside/outside of an MPA and the age of MPAs, i.e. organism size inside reserves did not increase relative to outside MPAs over time."
28,7.16.4,1,GLOBE,MPA,ENV,diversity,type2,"Species richness (species were unspecified but likely to include a wide range as results were extracted from 112 studies at 80 MPAs) was higher inside than outside MPAs. There was no signficant correlation between the species richness inside/outside of an MPA and the age of MPAs, i.e. species richness did not increase inside reserves relative to outside MPAs over time."
29,7.16.5,1,GLOBE,MPA,ENV,density,type2,There was signficantly greater density after MPA establishment. The identity of the species was unspecified but likely to include a wide range as results were extracted from 112 studies at 80 MPAs.
30,7.16.6,1,GLOBE,MPA,ENV,biomass,type2,There was signficantly greater fish biomass after MPA establishment. Species identity was unspecified but likely to include a wide range as results were extracted from 112 studies at 80 MPAs.
31,7.17.1,1,GLOBE,MPA,ENV,density,type2,"63% of studies report either a greater density of either herbivores, carnivores, planktivores and invertebrates inside MPA than outside, or an increase since MPA establishment (Mean ratios 1.91 ± 0.28). The ratio of density inside/outside reserves did not increase as reserve size increased i.e. no effect of reserve size on density p=0.49"
32,7.17.2,1,GLOBE,MPA,ENV,biomass,type2,"90% of studies report either greater biomass of herbivores, carnivores, planktivores and invertebrates inside MPA than outside, or an increase since MPA establishment (Mean ratios 2.92 ± 0.92). The ratio of biomass inside/outside reserves did not increase as reserve size increased i.e. no effect of reserve size on biomass p=0.25"
33,7.17.3,1,GLOBE,MPA,ENV,sizeoforganisms,type2,"80% of studies report either a greater organism size of herbivores, carnivores, planktivores and invertebrates inside MPA than outside, or an increase since MPA establishment. Mean ratios 1.31 ± 0.07. The ratio of organism size inside/outside reserves did not increase as reserve size increased i.e. no effect of reserve size on size p=0.95"
34,7.17.4,1,GLOBE,MPA,ENV,diversity,type2,"59% of studies report either greater species diversity of herbivores, carnivores, planktivores and invertebrates inside MPA than outside, or an increase since MPA establishment (Mean ratios 1.23 ± 0.07). The ratio of species diversity inside/outside reserves did not increase as reserve size increased i.e. no effect of reserve size on sp. diversity p=0.76"
35,7.18.1,1,"FR,SP",MPA,ENV,diversity,type6,4 out of 6 reserves had signficantly more species of fish inside than outside MPA.
36,7.18.2,0,"FR,SP",MPA,ENV,abundance,type6,3 out of 6 MPAs had greater abundance of fish inside than outside MPA.
37,7.18.3,1,"FR,SP",MPA,ENV,biomass,type6,6 out of 6 MPAs had greater fish biomass inside than outside MPA.
38,7.19.1,1,AS,MPA,ECON,harvestablespecies,type6,83% (48/58) of juvenile coral trout and 55% (41/74) stripey snapper juveniles were collected from reefs that were open to fishing. 7% of coral trout and 22% of stripey snapper were retained in natal reserves. The six no-take reserves represent ~28% of reef but supply ~50% of recruitment.
39,7.2.1,1,PP,MPA,ECON,harvestablespecies,type6,"Within the community tenure area containing the fish spawning aggregation (FSA), 17%–25% of juveniles were produced by the aggregation. In four adjacent tenure areas, 6%–17% of juveniles were from the aggregation. The proportion of juveniles originating from the FSA declined with distance from the community tenure area containing the FSA. 50% of juveniles were within 14km of the orginiating FSA. Therefore, the MPA is potenitally able to replenish stocks within relatively short distances."
40,7.20.1,-1,UK,MPA,ENV,areaandrepresentativeness,type7,"85.2% of habitat types were poorly represented, and therefore results show that existing reserves are inefficient at protecting a representative and sustainable sample of marine habitats in Wales."
41,7.21.1,-1,HO,MPA,SOC,accesstoresources,type7,"Less commercially valuable species were frequently a form of social currency on both the island and mainland. The management plan’s “blindness” to many of the ways in which marine non-commerical resources can be valuable resulted in a number of restrictions, such as bans on turtle hunting and the spatial exclusion zones, which have ultimately proven to be some of the principal sources of tension between residents and the reserve managers."
42,7.22.1,0,"BR,CI,EG,FR,IT,KE,NZ,SE,SP,TZ,US",MPA,ENV,biomass,type2,"MPAs had larger increases in biomass (synthesised results from 20 studies of species of fish, soft and hard coral, algae, lobsters and sponges) than unprotected areas but this was not signficant."
43,7.22.2,1,"BR,CI,EG,FR,IT,KE,NZ,SE,SP,TZ,US",MPA,ENV,density,type2,"MPAs had a greater increase in density (synthesised results from 20 studies of species of fish, soft and hard coral, algae, lobsters, molluscs, one gastropod species and sponges) than unprotected areas."
44,7.22.3,0,"BR,CI,EG,FR,IT,KE,NZ,SE,SP,TZ,US",MPA,ENV,diversity,type2,"MPAs had a greater increase in species richness (synthesised results from 20 studies of species of fish, soft and hard coral, algae, lobsters, molluscs and sponges) than unprotected areas but this was not significant."
45,7.22.4,0,"BR,CI,EG,FR,IT,KE,NZ,SE,SP,TZ,US",MPA,ENV,sizeoforganisms,type2,"MPAs had larger increases in the size of organisms (synthesised results from 20 studies of species of fish, one gastropod species, one lobster and one urchin species) than unprotected areas but this was not significant."
46,7.23.1,1,GLOBE,MPA,ECON,harvestablespecies,type1,"80% of empirical studies observed a spillover effect. Where habitat was continuous across the boundary of the MPA, 75% (n=27) of studies report a spillover effect in contrast to 67% (n=12) where habitat was discontinuous across boundaries. Most articles focused on sedentary species (n=32), followed by vagile species (n=31), whilst highly mobile species were studies the least (n=18)."
47,7.24.1,0,RP,MPA,ENV,biomass,type6,None of the 4 sites studied had a signficant difference in biomass inside/outside MPA.
48,7.24.2,0,RP,MPA,ECON,harvestablespecies,type6,None of the 4 sites studied had a signficant difference in target fish species size inside/outside MPA.
49,7.24.3,0,RP,MPA,ECON,harvestablespecies,type6,None of the 4 sites studied had a signficant differences in target fish species density inside/outside MPA.
50,7.24.4,0,RP,MPA,ENV,diversity,type6,None of the 4 sites studied had a signficant differences in all fish species diversity inside/outside MPA.
51,7.24.5,0,RP,MPA,ENV,coralcover,type6,None of the 4 sites studied had a signficant differences in percentage coral cover inside/outside MPA.
52,7.24.6,0,RP,MPA,ENV,diversity,type6,None of the 4 studied sites had a signficant differences in coral diversity inside/outside MPA.
53,7.25.1,0,GLOBE,MPA,ENV,abundance,type2,There was not a signficant difference in the abundance of non-target fish species inside/outside marine reserve. Comparisons n=104.
54,7.25.2,1,GLOBE,MPA,ENV,abundance,type2,There were significantly more fish species targetted by the aquarium trade inside than outside reserves. Comparisons n=203.
55,7.25.3,1,GLOBE,MPA,ENV,abundance,type2,There were signficantly more lightly fished species inside than outside the reserve. Comparisons n=282.
56,7.25.4,1,GLOBE,MPA,ECON,harvestablespecies,type2,There was significantly more heavily fished species inside than outside reserves. Comparisons n=331.
57,7.26.1,1,GLOBE,MPA,ENV,density,type2,The abundance of fish was on average significantly higher (66%) inside than outside MPAs. Older reserves are more effective than younger reserves; fish densities increased within reserves by 5% per annum relative to unprotected areas. Reserves older than 15 years consistently harboured more fish compared with unprotected areas; younger reserves were less reliably effective.
58,7.27.1,1,BF,MPA,ENV,biomass,type6,"The overall biomass of all parrotfish predators within the reserve was approximately double that found in non-reserve areas within the same reef tract and was more than five times greater than that in other regions of the archipelago. Nassau Grouper (Epinephelus striatus) accounted for 45% of this predator biomass, with the remainder being composed of other large groupers, including (Mycteroperca tigris; 27%) and a combination of Sphyraenidae, Muraenidae, and large Lutjanidae (28%)."
59,7.27.2,1,BF,MPA,ENV,diversity,type6,"At the scale of reefs within an island system (tens of kilometers), the community structure of parrotfishes showed significant variation only between the reserve and its immediate non-reserve reefs."
60,7.27.3,1,BF,MPA,ENV,sizeoforganisms,type6,"Several parrotfish species exhibited significant differences in size across reserve boundaries. Individuals of the smaller bodied parrotfish species, whose maximum length rarely exceeds 23 cm were smaller inside the reserve."
61,7.27.4,0,BF,MPA,ENV,sizeoforganisms,type6,Parrotfish species that reached consistently large adult sizes exhibited no difference in their size across the reserve boundary. Parrotfishes that occupied a wide range of size categories (6 to 32 cm) were either larger in the reserve (Sparisoma viride intermediate phase) or larger outside the reserve (Scarus vetula intermediate phase).
62,7.27.5,1,BF,MPA,ENV,density,type6,"There was no difference inside the MPA than outside in the density of small bodied parrotfish species, whose maximum length rarely exceeds 23 cm."
63,7.27.6,1,BF,MPA,ENV,density,type6,"The mean density of parrotfish that reached consistently large adult sizes, such as the terminal-phase males of Scarus vetula and Sparisoma viride, was nearly doubled inside the reserve."
64,7.27.7,1,BF,MPA,ENV,coralhealth,type6,"Reduced fishing pressure and weak predator-prey interactions within marine reserves can create trophic cascades and reduce the coverage of macro-algae on coral reefs. Increased fish grazing, primarily driven by reduced fishing, was strongly negatively correlated with macroalgal cover and resulted in a 2-fold increase in the density of coral recruits within a Bahamian reef system. The sites with the greatest grazing pressure and lowest macroalgal cover and highest coral recruitment density were the three sites surveyed inside MPAs."
65,7.28.1,1,CH,MPA,ECON,economicvulnerability,type7,"As the tourism industry related to the MPA develops, more fishermen find jobs in tourism and other sectors, and the number of full-time fishers in the MPA is in decline. 75% of the residents in a traditional fishing village near the MPA now make a living without fishing whereas all of its over 2000 residents were once dependent on fishing."
66,7.28.2,-1,CH,MPA,ENV,waterquality,type7,Rapid coastal development and urbanisation in proximity to the MPA resulted in water pollution and increased levels of terrestrial run-off.
67,7.28.3,0,CH,MPA,SOC,awarenessempowermentparticipation,type7,The influence of local communities in MPA decision-making has been very limited.
68,7.28.4,-1,CH,MPA,SOC,equalityequitylessmarginalization,type7,"Issues relating to equity and stewardship are not addressed by MPA managers and decision-makers, leading to the loss of community access to vital resources as a result of tourism development. By allowing tourism but prohibiting other types of traditional, small-scale resource use in official MPA regulations, the SCR-NMNR may have become a vehicle for further depriving local communities of legitimate access to natural resources through displacement by tourism."
69,7.29.1,1,UK,MPA,SOC,communitywellbeingandlivelihoods,type7,"Overall, positive perceptions of the impacts of the MPA on economic outcomes outweighed negative outcomes. Approximately 65% of statements provided by interviewees were positive. The most common positive response related to economic benefits is a perceived potential for the MPA to provide more fish cited by 22 sources (n=241) and 6.2% of all responses (n=357) whilst the most common negative response with regards to economic costs associated with the MPA was ""displacement affecting traditional property rights"" cited by 17 sources (n=241) and 4.8% of total statements (n= 357)."
70,7.29.2,1,UK,MPA,ENV,perceivedconservationcondition,type7,"Overall, positive perceptions of the impact of the MPA on environmental outcomes outweighed negative perceptions. Approximately 82% of all statements were positive. The most common view towards the MPA with regards to environmental benefits was the potential for the MPA to protect biodiversity and allow habitat recovery cited by 51 sources (n=241) and 14.3% of all statements (n=357) whilst the most common statement made by respondants (n=241) with regards to environmental costs was the displacement of trawling activity affecting biodiversity and habitats outside of the MPA. This perception was expressed by 10 sources and represented 2.8% of all statements (n=357)."
71,7.29.3,-1,UK,MPA,SOC,conflict,type7,"Overall, negative perceptions of the impact of the MPA on social outcomes outweighted positive perceptions. Approximately 61% of all statements were negative. The most commonly expressed perception of the MPA with regards to social costs was ""increased social tensions outside of the MPA"" (21 out of 241 sources, 5.9% of all statements). The most common positive perception was that the MPA improved recreational experience (expressed by 21 out of 241 sources, 5.9% of all statements (n=357)."
72,7.3.1,1,NH,MPA,ENV,perceivedconservationcondition,type7,"Residents of both community types (closed and restricted fishing activities) perceived that reserves are working, though this perception was significantly stronger in communities with permanent reserves."
73,7.3.2,1,NH,MPA,ENV,coralhealth,type7,Residents of permanent reserve communities were found to perceive significantly higher live coral cover than did residents of periodic reserve communities.
74,7.3.3,1,NH,MPA,ENV,perceivedconservationcondition,type7,Residents of permanent reserve communities were found to perceive significantly higher trochus abundance and target fish biomass than did residents of periodic reserve communities.
75,7.3.4,1,NH,MPA,SOC,awarenessempowermentparticipation,type7,"Though residents from both community types (permanent and periodically fished reserves) showed strong support for their current marine closure regime, residents from permanent reserve communities showed significantly more support than residents from communities with periodic reserves."
76,7.30.1,1,"US,ST",MPA,ECON,harvestablespecies,type5,Fish biomass was higher inside than outside reserves.
77,7.30.2,1,"US,ST",MPA,ECON,harvestablespecies,type5,The biomass of five commercially important species tripled in 5 years inside reserves.
78,7.30.3,1,"US,ST",MPA,ECON,harvestablespecies,type5,The biomass of five commercially important species doubled in 5 years outside of reserves.
79,7.30.4,1,"US,ST",MPA,ECON,harvestablespecies,type5,Catches of commercially important fish increased signficantly during 5 years. This depended on type of fishing method (large traps increased by 46% and small traps by 90%).
80,7.30.5,1,"US,ST",MPA,SOC,communitywellbeingandlivelihoods,type7,Most local fishermen felt better off with reserves than without.
81,7.31.1,1,AS,MPA,ECON,harvestablespecies,type6,"The density of Coral Trout increased signficantly inside no-take zones relative to fished zones (up between 65 and 68%, P<0.001). Density change was small or non-significant where there was no protection (up 2%, down 6%). After 1.5-2 years protection, a comparison of density at no-take zones and fished areas showed that at all five regions sampled, density was signficantly higher inside no-take zone by between 31 and 64%."
82,7.32.1,-1,BR,MPA,SOC,accesstoresources,type7,"The livelihoods of market-oriented low-income households, and low-income subsistence households were negatively impacted by loss of fishing grounds, conflict with extraction diversification strategies, and financial loss of material assets (gear). The low-income subsistence households were further compromised by informal rules on land use by MPA authorities.These households were politically and spatially marginalized with little ability to influence conservation planning. More well off users were not affected by new MPA rules."
83,7.33.1,-1,MX,MPA,SOC,compliancewithlawsandregulations,type7,"Throughout data collection, participants consistently highlighted the need for better enforcement, which is lacking mainly due to inadequate funds for personnel and equipment. For example, local commercial fishermen expressed their belief that visiting sport fishermen were consistently breaking the reserve's regulations."
84,7.33.2,-1,MX,MPA,SOC,conflict,type7,"The MPA user groups vary from local commercial fishermen who rely on the fisheries for a living, to recreational SCUBA divers, visiting for a few days on holiday. Social conflict among the reserve’s user groups hinders the development of a successful conservation program. Within the fishing community, interviews revealed a number of viewpoints that often clashed, creating conflicts that override the progress that could be made by the successful application of the park and its regulations. Survey responses indicated distrust of the local administration and commercial fishermen amongst respondents."
85,7.34.1,-1,US,MPA,SOC,conflict,type7,"Fishers felt highly alienated from the process of zone designation and displayed a sense of anger and powerlessness with respect to what they considered to be an attempt to exclude their group from the harvest refugia. Dive operators demonstrated the highest levels of participation in the designation process, but were concerned that refugia regulations could limit their activities in the future. Members of environmental groups were the strongest supporters of the harvest refugia concept and the FKNMS."
86,7.35.1,1,RE,MPA,SOC,conflict,type7,"78% of participants were in favour of the MPA. Analysis further identified that those supportive of the MPA were generally from higher socio-professional categories, had a negative perception of the coral reef ecosystem’s health and were not originally from Reunion. In contrast, locals (born in Reunion) from lower socio-professional categories or with no employment activity and having a positive perception of the health status of coral reefs offered no opinion on the MPA."
87,7.36.1,0,TZ,MPA,SOC,cultureandtraditions,type6,"At 2 out of 4 MPA-control pairs of villages, villages inside MPA reported greater availability of protected water sources (Control 1 = 71.9%, MPA village 1 97%; Control 2 = 63.3%, MPA village 2 = 82.4%). We assigned outcomes between 33-66% as neutral. As 50% of MPAs reported a postive perception we assigned this as a ""neutral"" outcome overall."
88,7.36.10,1,TZ,MPA,SOC,cultureandtraditions,type6,"At 1 out of 4 MPA-control pairs of villages; households in village inside MPA reported decline in culture and traditions (Control = 14.4%, MPA village = 2.6%). We assigned overall outcomes below 33% as a positive outcome. As just one MPA (25%) reported a negative perception, we assigned this outcome as positive overall."
89,7.36.2,-1,TZ,MPA,SOC,awarenessempowermentparticipation,type6,"At 1 out of 4 MPA-control pairs of villages, households in villages inside MPA reported higher membership of environmental groups (Control = 3.8%, MPA village = 29.9%). We assigned overall outcomes below 33% as a negative outcome. As just one MPA (25%) reported a postive perception, we assigned this outcome as negative overall."
90,7.36.3,-1,TZ,MPA,ECON,harvestablespecies,type6,"At 1 out of 4 MPA-control pairs of villages, households in villages inside MPAs reported higher perceived fish catches (control = 15.8%, MPA village = 38.8%). We assigned overall outcomes below 33% as a negative outcome. As just one MPA (25%) reported a postive perception, we assigned this outcome as negative overall."
91,7.36.4,-1,TZ,MPA,ECON,directeconomicbenefits,type6,"At 1 out of 4 MPA-control pairs of villages, households in villages inside MPA perceived MPA as having a positive impact on economy (control = 5.3%, MPA village = 23.6%). We assigned overall outcomes below 33% as a negative outcome. As just one MPA (25%) reported a postive perception, we assigned this outcome as negative overall."
92,7.36.5,-1,TZ,MPA,ECON,economicvulnerability,type6,"At 1 out of 4 MPA-control pairs of villages; households in villages inside MPAs reported increased membership in credit and savings associations (control = 13.3%, MPA village = 41.1%). We assigned overall outcomes below 33% as a negative outcome. As just one MPA (25%) reported a postive perception, we assigned this outcome as negative overall."
93,7.36.6,-1,TZ,MPA,SOC,communitywellbeingandlivelihoods,type6,"At 1 out of 4 MPA-control pairs of villages, households in villages inside MPAs reported less use of shore as toilet (control = 46.7%, village MPA = 25.3%). We assigned overall outcomes below 33% as a negative outcome. As just one MPA (25%) reported a postive perception, we assigned this outcome as negative overall."
94,7.36.7,-1,TZ,MPA,SOC,awarenessempowermentparticipation,type6,"At 1 out of 4 MPA-control pairs of villages, households in villages inside MPAs reported higher membership of fishers associations (control = 0, MPA village = 20.2%). We assigned overall outcomes below 33% as a negative outcome. As just one MPA (25%) reported a postive perception, we assigned this outcome as negative overall."
95,7.36.8,0,TZ,MPA,SOC,awarenessempowermentparticipation,type6,"At 2 out of 4 MPA-control pairs; villages inside MPAs reported less ability to influence village decisions about marine reserves (control 1 = 53.1, MPA village 1 29.8%; Control 2 = 62.5%, MPA village 2 = 19.2%). We assigned outcomes between 33-66% as neutral. As 50% of MPAs reported a postive perception we assigned this as a neutral outcome overall."
96,7.36.9,1,TZ,MPA,SOC,communitywellbeingandlivelihoods,type6,"At 1 of 4 MPA-control pairs of villages; households in villages inside MPA reported lower food security than at control village (Control = 30%; inside MPA village = 16.1%). We assigned overall outcomes below 33% as a positive outcome. As just one MPA (25%) reported a negative perception, we assigned this outcome as positive overall."
97,7.37.1,-1,RP,MPA,ENV,areaandrepresentativeness,type7,"As of 2008 at least 985 MPAs had been established in the Philippines, and they covered approximately 14,943 km2. Of these, 942 MPAs had a no-take component, with a combined no-take area of 1459 km2. Thus, 4.9% of coastal municipal waters (within 15 km of the coastline) were protected within MPAs, with 0.5% within no-take areas. Accounting for this potential range, the authors estimated that between 2.7% and 3.4% of coral reef area in the Philippines is protected within no-take MPAs. The Philipines therefore have not attained the set target of 15% coverage of coastal municipal waters within no-take MPAs nor the 10% coverage of coral reef area."
98,7.37.2,1,RP,MPA,ENV,areaandrepresentativeness,type7,Representation of marine conservation priority areas within no-take MPAs varied between 0% and 48%. Marine protected areas represented priority areas for marine conservation better than expected if they were placed randomly. More than 50% of total MPA area and 70% of total no-take area was within extremely high priority regions.
99,7.38.3,-1,"KE,TZ,MZ",MPA,ENV,areaandrepresentativeness,type7,"8.6% of reefs in Kenya, 3.7% of reefs in Tanzania and 2.1% of reefs in Mozambique are fully protected. This falls far short of the Convention on Biological Diversity recommendation that 20–30% of each habitat that should be fully protected."
100,7.38.4,-1,"KE,TZ,MZ",MPA,ENV,areaandrepresentativeness,type7,"The MPA coverage for each country does not meet the Convention on Biological Diversity objective of 10% coverage of continental shelf (representing seascape; Kenya (MPAs n=9, coverage 8.7%), Tanzania (MPAs n=15, coverage 8.1%), Mozambique (MPAs n=5, coverage 4%)."
101,7.39.1,1,GLOBE,MPA,ECON,harvestablespecies,type5,"Across all 87 MPAs investigated, species richness of large fish (>250mm total length) was 36% greater inside MPAs compared to fished areas (95% Confidence Interval, 16-60% increase)"
102,7.39.2,1,GLOBE,MPA,ECON,harvestablespecies,type5,"Across all 87 MPAs investigated, biomass of large fish (>250mm total length) was 35% greater (95% Confidence Interval 3-78% increase) inside MPAs compared to fished areas."
103,7.39.3,1,GLOBE,MPA,ECON,harvestablespecies,type5,"Across all 87 MPAs investigated, the biomass of sharks was 101% greater inside MPAs compared to fished areas (95% Confidence Interval 17-239% increase)."
104,7.39.4,0,GLOBE,MPA,ENV,diversity,type5,"Across all 87 MPAs investigated, no signficant difference was found between MPAs and fished areas for species richness of all fish."
105,7.39.5,0,GLOBE,MPA,ENV,biomass,type5,"Across all 87 MPAs investigated, no signficant difference was found between MPAs and fished areas for the total biomass of all fish."
106,7.39.6,0,GLOBE,MPA,ECON,harvestablespecies,type5,"Across all 87 MPAs investigated, no signficant difference was found between MPAs and fished areas for the biomass of groupers."
107,7.39.7,0,GLOBE,MPA,ENV,biomass,type5,"Across all 87 MPAs investigated, no signficant difference was found between MPAs and fished areas for the biomass of damselfish."
108,7.39.8,0,GLOBE,MPA,ECON,harvestablespecies,type5,"Across all 87 MPAs investigated, no signficant difference was found between MPAs and fished areas for the biomass of jacks."
109,7.4.1,1,TH,MPA,ENV,perceivedconservationcondition,type7,"Overall, the perceived impact of MPAs on marine conservation was positive."
110,7.4.2,1,TH,MPA,ENV,perceivedconservationcondition,type7,"Overall, the perceived impact of MPAs on terrestrial conservation was positive."
111,7.4.3,-1,TH,MPA,SOC,awarenessempowermentparticipation,type7,"Overall, respondents felt that community participation in management of resources was poor."
112,7.4.4,1,TH,MPA,SOC,awarenessempowermentparticipation,type7,There was an overall positive perception of the MPA's impacts on knowledge of nature and support for conservation.
113,7.4.5,0,TH,MPA,SOC,communitywellbeingandlivelihoods,type7,Overall respondents were neutral as to the MPA's benefits in terms of tourism and benefits for local community.
114,7.4.6,-1,TH,MPA,SOC,accesstoresources,type7,"Across all of the sites, the most discussed and worrying was the impact of the MPA creation on livelihood strategies and outcomes, especially the exclusion of fishers and subsistence harvesters from the area. There were concerns that the loss of rights to fish and harvest would result in increased poverty, decreased well-being, increased conflict, and declining food security. Overall, there was a negative perception with regards to the impacts of MPAs on livelihoods and access to resources."
115,7.4.7,-1,TH,MPA,ECON,economicvulnerability,type7,"Participants understood that fish cage aquaculture was not allowed in the MPA but showed that this was not enforced. However, since the cages were illegal this meant that owners could not get insurance from fisheries for the fish cages in case of disease or failure. This meant increased risk and vulnerability for these households."
116,7.40.1,1,GLOBE,MPA,ENV,biomass,type2,On average fish biomass was 1.6 times higher inside MPAs than matched unprotected sites. A positive response to protection was observed in 71% of the 218 MPAs included in this study. Biomass response ratios (the difference between protected and unprotected areas) was twice as high for MPAs where fishing was prohibited than MPAs where fishing was allowed.
117,7.41.1,1,GLOBE,MPA,SOC,communitywellbeingandlivelihoods,type2,Following MPA establishment food security remained stable or increased but declined for 16% of all fishing subgroups. Fishing subgroups were categorized by type of gear used (e.g. handheld nets) and by community in which they lived or from which they fished. Increases in food security were correlated with older and smaller reserves.
