id,zb_id,valence,fips,strategy,theme,variable,type,conclusion
57,4.29.1,-1,PAN,PAS,ENV,animaldiversity,type7,"Four fifths of protected areas experienced a decline in reserve-health index, which was a combination of changes in the status of 10 well-studied guilds of animals and plants. For 50% of protected areas, the decline was serious. We assign a negative outcome to negative values larger than 66% (i.e. 4/5 > 66%).This study tracked reserve health over time, not before and after establishment."
58,4.3.1,1,CS,PAS,SOC,communitywellbeingandlivelihoods,type4,"The mean poverty index in communities affected by protected areas was 1.3 points lower than in matched, comparable communities. 7.7% of this poverty reduction is attributed to the existence of the protected areas. On further analysis, Ferraro et al. 2014 found that this was mostly due to tourism and recreational services."
59,4.3.2,1,TH,PAS,SOC,communitywellbeingandlivelihoods,type4,"The mean poverty headcount ratio in communities affected by protected areas was 7.9 percentage points lower than in matched, comparable control communities, that were not affected by protected areas. On further analysis, Ferraro et al. 2014 found that tourism and recreational service were mostly responsible for this effect."
60,4.30.1,1,ID,PAS,ENV,animaldiversity,type5,"Most protected areas contain larger species number as well as density of forest, endemic, and endemic forest birds than the surrounding areas."
61,4.31.1,1,"AR,BH,BL,BR,CI,CO,CS,EC,ES,FG,GT,GY,HO,MX,NU,PA,PE,NS,VE",PAS,ENV,deforestationfragmentationanddegradation,type6,"Between 2004 and 2009, forest degradation inside protected areas increased from 0.04% to 0.1% per year. The average degradation rate, 0.08% per year was lower than the average degradation rate in the 5km and 20km buffer zone around the protected areas (0.12% and 0.13% respectively). This difference was significant."
62,4.32.1,-1,CH,PAS,ENV,deforestationfragmentationanddegradation,type6,"After the creation of the reserve, rates of habitat loss and fragmentation inside the reserve unexpectedly increased to levels that were similar to or higher than those outside the reserve; before, the rates of habitat loss inside the reserve was lower than those outside the reserve."
63,4.32.2,-1,CH,PAS,ENV,deforestationfragmentationanddegradation,type6,"Quality and quantity of panda habitat inside the reserve continued to decrease after the reserve was created - the rates of change (the loss of total habitat area, decrease in the number of habitat patches, and reduction in the mean patch size) in highly suitable habitats were much higher after the reserve was set up than before the reserve's establishment."
64,4.33.1,1,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"The protected area was effective in preventing land clearing. Inside the protected area, the rate of deforestation was low (0.3% per year), compared to the deforestation rate in a similar buffer area (0.6% per year)."
65,4.34.1,0,PAN,PAS,ENV,deforestationfragmentationanddegradation,type2,65% of the 17 protected areas examined were estimated to be effective at protecting forest over time. Effectiveness was defined as the rate of land-cover change after establishment PA establishment being lower or equal to the rate before establishment. We consider values between 33% and 66% as neutral. The IUCN category of the protected area did not play a significant role in effectiveness.
66,4.34.2,1,PAN,PAS,ENV,deforestationfragmentationanddegradation,type2,92% of the 37 protected areas examined were estimated to be effective at protecting forest. Effectiveness was defined as the rate of land-cover change within the protected area being smaller or equal to the rate of land-cover change outside of the protected area. The IUCN category of the protected area did not play a significant role in effectiveness.
67,4.35.1,1,"CS,PE,EC,VM,ID,PA,HO,UG,KE",PAS,ENV,deforestationfragmentationanddegradation,type2,"Out of 25 protected areas for which authors explicitly compared deforestation rates inside and outside protected areas in moist tropical forests, 22 had higher deforestation rates outside the boundaries than inside, whereas in 1 case the situation was reversed, and in 2 cases there was no difference."
68,4.36.1,1,"BG,CH,IN,ID,LA,CB,MY,BM,RP,CE,TW,TH,VM",PAS,ENV,deforestationfragmentationanddegradation,type4,"Strict protected areas substantially reduced fire incidence, by 1.7 – 2.0 percentage points between 2000 and 2008, and by 2.9 - 3.1 percentage points between 1990 and 2000."
69,4.36.2,1,"BR,BL,CO,PE,AR,BH,HO,PM,CS,VE,GT,EC,NU,PA",PAS,ENV,deforestationfragmentationanddegradation,type4,"Strict protected areas substantially reduced forest fire incidence, by 2.7 - 4.3 percentage points between 2000 and 2008, and by 3.8 - 7.7 percentage points between 1990 and 2000."
70,4.36.3,1,"BY,CM,CT,CF,CG,EK,GB,GH,GV,IV,KE,LI,MA,MZ,NI,RW,SL,SF,TZ,UG",PAS,ENV,deforestationfragmentationanddegradation,type4,"More recently established strict protected areas appeared to be effective; they reduced the incidence of forest fires by 1.0-1.3 percentage points between 2000 and 2008, by 2.2 - 4.5 percentage points between 1990 and 2000."
71,4.37.1,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type6,"On average, deforestation from 1997 to 2000 was 20 times higher outside of parks than inside. 92% of parks had higher deforestation outside than inside, and for the remaining 8%, deforestation rates were similar outside and inside. About 20% of parks were exposed to strong deforestation pressures."
72,4.37.2,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type6,Average density of fires was significantly higher outside of parks than inside. About 20% of the parks were exposed to strong deforestation pressures.
73,4.38.1,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type4,"Strict protected areas effectively reduced deforestation when compared to an equivalent unprotected area, by an average of 1.41 percentage points between 2000 and 2010. Strict PAs were also more effective than sustainable use areas at avoiding deforestation, regardless of the level of deforestation pressure."
74,4.39.1,-1,IN,PAS,SOC,humanwildlifeconflict,type7,"The majority of survey respondents (77.1%) reported that crop-raiding activity is a severe problem for their households, and 88.2% agreed that crop loss to wild animals is a severe problem for the village as a whole. The most immediate result of crop-raiding behaviour, an impact from proximity to the PA, is loss of food (98% respondents agreed)."
75,4.4.1,1,CO,PAS,ENV,deforestationfragmentationanddegradation,type6,"Protected areas were effective in acting as a barrier against deforestation. On average, deforestation from 1985 to 2000 was 3.98 times higher outside the borders of national protected areas than inside them."
76,4.40.1,0,UV,PAS,ENV,treediversity,type6,"Species richness and basal area did not differ significantly between protected and unprotected sites, regardless of human population density."
77,4.41.1,0,BR,PAS,ENV,deforestationfragmentationanddegradation,type4,"The impact of protected areas on deforestation between 2000-04 was not significant, changing deforestation by between -0.95 and +0.63 percentage points. Depending on the matching methods, comparing deforestation rates within the PA with matched unprotected area outside the PA, the reduction in deforestation was significant at a 5% level for 2 out of the 4 matching methods."
78,4.41.2,0,BR,PAS,ENV,deforestationfragmentationanddegradation,type4,"The impact of integral protected areas on deforestation between 2004-08 was insignificant, changing deforestation by between -0.32 and +0.02 percentage points, depending on the matching methods, comparing deforestation rates within the PA with matched unprotected area outside the PA, reduction in deforestation was not significant at a 5% level for any of the 4 matching methods."
79,4.42.1,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type4,"Between 2000 and 2004, in integral protected areas (excluding sustainable use areas), protection significantly reduced deforestation, by 3.86% within the deforestation arc, and by 0.41% outside the deforestation arc. Between 2004 and 2008, protection significantly reduced deforestation, by 1.83% within the deforestation arc, and by 0.49% outside the deforestation arc. These results relate to protected areas established before 2000."
80,4.42.2,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type4,"Between 2004 and 2008, in integral protected areas (excluding sustainable use areas), protection significantly reduced deforestation, by 2.52% within the deforestation arc. The change was not significant outside the deforestation arc. These results relate to protected areas established between 2000 and 2004."
81,4.43.1,0,"BY,CF,ET,KE,MZ,MI,RW,SO,TZ,UG,ZA",PAS,ENV,deforestationfragmentationanddegradation,type6,"Out of 48 protected areas, 26 were effective (gaining or maintaining forest cover) and 22 were ineffective (losing forest cover). Out of the 22 ineffective protected areas, 14 lost more than 50% of forest cover. Further, protected areas that were effective experienced forest gain in buffer zones, indicating that perhaps their level of threat was low."
82,4.44.1,-1,TZ,PAS,SOC,accesstoland,type7,"The establishment of the protected area reduced access to forest resources for the poorest. 58% lost land, with a median of 0.4 ha lost. They were displaced and monetary compensation could not fully mitigate livelihood losses and allow for equal access to land after displacement - compensation was insufficient to purchase substitute land."
83,4.44.2,-1,TZ,PAS,SOC,accesstoland,type7,"The establishment of the protected area reduced access to forest resources for middle income layer. 57% lost land, with a median of 1.2 ha lost. They were displaced and monetary compensation could not fully mitigate livelihood losses and allow for equal access to land after displacement. Compensation was used on immediate needs, consumption, and housing."
84,4.44.3,1,TZ,PAS,SOC,accesstoland,type7,"The establishment of the protected area reduced access to forest resources for the richest, but this was mitigated later on. 100% lost land, with a median of 1.0 ha lost. However, monetary compensation was sufficient (7 times higher than those in the lowest wealth class), resulting in an increase in access to land. Pre-existing plans were realised with compensation and the large compensation enabled significant investments."
85,4.44.4,-1,TZ,PAS,SOC,communitywellbeingandlivelihoods,type7,Interviewees in the lowest wealth class perceived their wellbeing to decrease as an outcome of the protected area establishment and their subsequent displacement. Many perceived that the received compensation did not cover the incurred opportunity costs or transaction cost
86,4.44.5,-1,TZ,PAS,SOC,communitywellbeingandlivelihoods,type7,Interviewees in the middle wealth class perceived their wellbeing to decrease as an outcome of the PA establishment and their subsequent displacement.
87,4.44.6,1,TZ,PAS,SOC,communitywellbeingandlivelihoods,type7,"Interviewees in the highest wealth class perceived their wellbeing to increase as an outcome of the protected area establishment and their subsequent displacement. Those who had earlier higher access to land, an entrepreneurial attitude, and long-term visions regarding their livelihoods came out as the relative winners, and were generally the most content with the displacement - one describing it as a 'blessing'."
88,4.45.1,-1,MX,PAS,ENV,deforestationfragmentationanddegradation,type5,"From 1995 to 2005, protected areas experienced significantly higher incidence of fires and burnt area than their buffers. Some level of fire incidence is likely ecologically and socially acceptable, but many of the areas within the protected areas were fire sensitive. Agrarian negligence was the most frequent cause. This was the case for all IUCN categories."
89,4.46.1,1,CS,PAS,ENV,deforestationfragmentationanddegradation,type6,"The deforestation rate inside protected areas declined from 0.56% per year (1976-1986) to 0.16% (1991-1995). Outside of protected areas, deforestation rate also declined initially, from 3.6% (1976-1986) to 2.8% (1986-1991) but then increased to 3.2% (1991-1995)."
90,4.47.1,1,TH,PAS,SOC,communitywellbeingandlivelihoods,type4,"Protected areas increased average consumption (change from no land protection to all land protected corresponds to an increase of about 13.5% in average monthly household consumption) and lowered poverty rates (10.3% decrease in the poverty headcount ratio), despite imposing constraints on agricultural land availability."
91,4.47.2,1,TH,PAS,ENV,deforestationfragmentationanddegradation,type4,"Protected areas significantly increased forest cover, preventing clearing that would have taken place otherwise and imposing a binding constraint on land use. Change from no to full protection resulted in an additional 16-18 percentage points of forest cover."
92,4.48.1,1,BM,PAS,ENV,deforestationfragmentationanddegradation,type6,"Forest loss within the protected area was significantly lower (0.45% per year) than in the broader area (1.86% per year). Based on these trends, forest beyond the park will be completely cleared by 2019, wheres within the park it might persist until 2100."
93,4.49.1,1,HO,PAS,ENV,deforestationfragmentationanddegradation,type6,"The core protected area and its boundary appear relatively stable, with less than 10-12% of the total area undergoing change at any point in time. In contrast, the surrounding landscape is much less stable, with as much as 25% of the area experiencing change (reforestation or deforestation) between 1996 and 2000. The park has been largely successful in maintaining forest cover."
94,4.5.1,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type6,Rates of deforestation were lower inside Federal Strict Protected areas than in adjacent unprotected areas (50km); about 39% (15% highly effective and 24% moderately effective) of these protected areas effectively protected the forest within its boundaries from deforestation pressures. The remaining 61% were under no deforestation pressure.
95,4.5.2,1,BR,PAS,ENV,deforestationfragmentationanddegradation,type6,Rates of deforestation were lower inside Strict State Protected Areas than in adjacent unprotected areas (50km); about 24% (17% highly effective and 7% moderately effective) of these protected areas effectively protected the forest within its boundaries from deforestation pressures. 61% were not under development pressure. 4% were only marginally effective and <1% failed to protect the forest.
96,4.50.1,-1,"BG,CH,IN,ID,LA,CB,MY,BM,RP,CE,TW,TH,VM",PAS,ENV,deforestationfragmentationanddegradation,type5,31% of the protected areas reduced forest loss. 31% reduced loss by more than a quarter compared to buffer zone; 18% reduced forest loss by more than a half. We assigned values lower than 33% as negative. Here we use the value of any forest loss reduction (31%).
97,4.50.2,0,"AR,BH,BL,BR,CO,CS,CU,DR,EC,FG,GT,HO,JM,MX,NU,PM,PA,PE,NS,VE",PAS,ENV,deforestationfragmentationanddegradation,type5,52% of the protected areas reduced forest loss. 52% reduced loss by more than a quarter compared to buffer zone; 39% reduced forest loss by more than a half. We assigned values between 33 and 66% as neutral. Here we use the value of any forest loss reduction (52%).
98,4.50.3,0,"BY,CM,CT,CF,CG,EK,GB,GH,GV,IV,KE,LI,MA,MZ,NI,RW,SL,SF,TZ,UG",PAS,ENV,deforestationfragmentationanddegradation,type5,43% of the protected areas reduced forest loss. 43% reduced loss by more than a quarter compared to buffer zone; 26% reduced forest loss by more than a half. We assigned values between 33 and 66% as neutral. Here we use the value of any forest loss reduction (43%).
99,4.50.4,0,PAN,PAS,ENV,deforestationfragmentationanddegradation,type5,60% of the protected areas reduced forest loss; 41% reduced loss by more than a quarter compared to buffer zone; 27% reduced forest loss by more than a half; 14% reduced forest loss by more than three quarters. We assigned values between 33 and 66% as neutral. Here we use the value of any forest loss reduction (60%).
100,4.51.1,-1,IN,PAS,SOC,accesstoland,type7,"The ban on access to the new reserve impacted negatively the local communities, who had previously visited the forest frequently (on a daily basis for over half the respondents) to collect goods such as timber - restrictions on wood withdrawal have had important repercussions on the sustainable use of forest resources."
101,4.51.2,-1,IN,PAS,SOC,communitywellbeingandlivelihoods,type7,"The land within the protected area was appropriated by the government, and the people who lost land were allocated land elsewhere. However, this land was less productive due to poor soil conditions."
102,4.51.3,-1,IN,PAS,SOC,conflict,type7,"The protected area creation resulted in conflict between forest authorities and villagers. The forest staff generally try to discourage villagers from their compensation requests. Additionally, the forest staff hold negative views of the villagers, believing they occupy the lowest level of the social ladder and should be treated accordingly. This also results in corruption."
103,4.52.1,-1,TZ,PAS,SOC,accesstoland,type7,"People felt strongly about being deprived of park resource access, despite it taking place 35 years ago. The low environmental incomes (6.3% of income as opposed to 22% which is typical for rural areas) implies severally constrained access to resources. The extreme restriction of resource access experienced by households living near the park is a major constraint for improved livelihoods."
104,4.52.2,-1,TZ,PAS,ECON,directeconomicbenefits,type7,"Living close to the park incurs costs in the range of 2 to 20% of total household incomes, mainly through wildlife raiding crops and livestock - resulting in an average loss last year of 7.4% of farm incomes and 4.1% of total household incomes."
105,4.52.3,-1,TZ,PAS,SOC,humanwildlifeconflict,type7,"Some 93% of households reported that they have been affected by crop raiding losses, wildlife crop raiding constitutes the key source of conflict, affecting 44% of the surveyed households last year."
